make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Mercury,Mariner 4WD,24,17,20,6,4-Wheel or All-Wheel Drive,Regular,2009
Mercury,Mariner Hybrid 4WD,27,29,28,4,4-Wheel or All-Wheel Drive,Regular,2009
Mitsubishi,Outlander 4WD,25,20,22,4,4-Wheel or All-Wheel Drive,Regular,2009
Mitsubishi,Outlander 4WD,23,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Pontiac,Torrent AWD,24,16,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Porsche,Cayenne,20,14,16,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne,20,14,16,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne GTS,17,11,13,8,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne GTS,18,13,15,8,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne S,19,13,15,8,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne Turbo,19,12,14,8,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Cayenne Turbo S,19,12,14,8,4-Wheel or All-Wheel Drive,Premium,2009
Saab,9-7X AWD,20,14,16,6,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-7X AWD,16,12,13,8,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-7X AWD,20,14,16,8,4-Wheel or All-Wheel Drive,Regular,2009
Saturn,Outlook AWD,23,16,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Saturn,Vue AWD,23,16,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saturn,Vue AWD,23,16,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saturn,Vue AWD,23,16,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Suzuki,XL7 AWD,23,16,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Toyota,Highlander 4WD,23,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Toyota,RAV4 4WD,26,19,21,6,4-Wheel or All-Wheel Drive,Regular,2009
Volvo,XC 70 AWD,22,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Volvo,XC 70 AWD,23,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Volvo,XC 90 AWD,20,14,16,6,4-Wheel or All-Wheel Drive,Regular,2009
Volvo,XC 90 AWD,19,13,15,8,4-Wheel or All-Wheel Drive,Regular,2009
Volvo,XC 60 AWD,22,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Buick,Lucerne,26,17,21,6,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,Impala,29,19,23,6,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,Impala,27,17,21,6,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado C15 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado C15 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado C15 2WD,19,13,15,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Sierra C15 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Sierra C15 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Sierra C15 2WD,19,13,15,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Avalanche 1500 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Suburban 1500 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Tahoe 1500 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Tahoe 1500 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Yukon 1500 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Yukon 1500 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Yukon XL 1500 2WD,20,14,16,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Yukon XL 1500 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2009
Cadillac,Escalade 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2009
Cadillac,Escalade AWD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Cadillac,Escalade ESV 2WD,19,12,15,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Express 1500 2WD Passenger,16,13,14,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500 2WD (cargo),18,14,15,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500 2WD Conversion (cargo),16,13,14,8,Rear-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500 2WD (Passenger),16,13,14,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Van 1500 2WD Cargo,18,14,15,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Van 1500 2WD Conversion Cargo,16,13,14,8,Rear-Wheel Drive,Gasoline or E85,2009
Chevrolet,Express 1500 AWD Passenger,16,13,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500  AWD Conversion (cargo),16,13,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500  AWD (cargo),17,14,15,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Savana 1500 AWD (Passenger),16,13,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Van 1500 AWD Cargo,17,14,15,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Van 1500 AWD Conversion Cargo,16,13,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR FWD,32,22,26,4,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR FWD,30,21,24,4,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR FWD,29,22,24,4,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR Panel FWD,32,22,26,4,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR Panel FWD,30,21,24,4,Front-Wheel Drive,Gasoline or E85,2009
Chevrolet,HHR Panel FWD,29,22,24,4,Front-Wheel Drive,Gasoline or E85,2009
GMC,Sierra K15 4WD,19,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Sierra K15 4WD,20,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Sierra K15 4WD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Sierra K15 AWD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado K15 4WD,19,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado K15 4WD,20,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Silverado K15 4WD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Tahoe 1500 4WD,20,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Chevrolet,Tahoe 1500 4WD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Yukon 1500 4WD,20,14,16,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Yukon 1500 4WD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
GMC,Yukon Denali 1500 AWD,19,12,14,8,4-Wheel or All-Wheel Drive,Gasoline or E85,2009
Aston Martin,DBS Coupe,18,12,14,12,Rear-Wheel Drive,Premium,2009
Audi,TT Roadster quattro,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,TT Roadster quattro,24,18,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Ferrari,F430,16,11,13,8,Rear-Wheel Drive,Premium,2009
Ferrari,F430,16,11,13,8,Rear-Wheel Drive,Premium,2009
Ferrari,599 GTB Fiorano,15,11,12,12,Rear-Wheel Drive,Premium,2009
Ferrari,599 GTB Fiorano,15,11,12,12,Rear-Wheel Drive,Premium,2009
Honda,S2000,25,18,21,4,Rear-Wheel Drive,Premium,2009
Lamborghini,Gallardo Coupe,20,12,15,10,4-Wheel or All-Wheel Drive,Premium,2009
Lamborghini,Gallardo Coupe,20,14,16,10,4-Wheel or All-Wheel Drive,Premium,2009
Lamborghini,Gallardo Spyder,20,12,14,10,4-Wheel or All-Wheel Drive,Premium,2009
Lamborghini,Gallardo Spyder,20,13,16,10,4-Wheel or All-Wheel Drive,Premium,2009
Mercedes-Benz,SLK55 AMG,22,14,17,8,Rear-Wheel Drive,Premium,2009
Nissan,350z Roadster,24,17,20,6,Rear-Wheel Drive,Premium,2009
Nissan,350z Roadster,23,17,19,6,Rear-Wheel Drive,Premium,2009
Porsche,911 GT2,23,16,19,6,Rear-Wheel Drive,Premium,2009
Spyker,C8,18,13,15,8,Rear-Wheel Drive,Regular,2009
Lexus,SC 430,23,16,19,8,Rear-Wheel Drive,Premium,2009
MINI,Cooper,37,28,32,4,Front-Wheel Drive,Premium,2009
MINI,Cooper,34,25,29,4,Front-Wheel Drive,Premium,2009
MINI,Cooper S,32,23,26,4,Front-Wheel Drive,Premium,2009
MINI,Cooper S,34,26,29,4,Front-Wheel Drive,Premium,2009
Porsche,911 Turbo,23,15,18,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,911 Turbo,23,16,18,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,911 Turbo Cabriolet,23,15,18,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,911 Turbo Cabriolet,24,15,18,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 2 Cabriolet,25,18,21,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 Cabriolet,27,19,22,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 Coupe,25,18,21,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 Coupe,27,19,22,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 S Cabriolet,25,18,21,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 S Cabriolet,26,19,22,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 S Coupe,25,18,21,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 2 S Coupe,26,19,22,6,Rear-Wheel Drive,Premium,2009
Porsche,Carrera 4 Cabriolet,25,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 Cabriolet,26,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 Coupe,26,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 Coupe,25,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Cabriolet,27,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Cabriolet,25,18,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Coupe,26,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Coupe,25,18,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Targa,27,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 S Targa,25,18,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 Targa,26,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Porsche,Carrera 4 Targa,25,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A4 Cabriolet,30,23,25,4,Front-Wheel Drive,Premium,2009
Audi,A4 Cabriolet quattro,27,21,23,4,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A4 Cabriolet quattro,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S4 Cabriolet,19,13,15,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S4 Cabriolet,21,14,16,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S5,22,14,17,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S5,24,16,19,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,TT Coupe quattro,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,TT Coupe quattro,24,18,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,128i,28,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,128i,28,18,22,6,Rear-Wheel Drive,Premium,2009
BMW,128i Convertible,28,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,128i Convertible,27,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,135i,25,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,135i,25,18,20,6,Rear-Wheel Drive,Premium,2009
BMW,135i Convertible,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,135i Convertible,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,328ci,28,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,328ci,28,18,22,6,Rear-Wheel Drive,Premium,2009
BMW,328ci Convertible,27,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,328ci Convertible,27,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,328ci xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,328ci xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,335ci,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335ci,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335ci Convertible,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335ci Convertible,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335ci xDrive,25,16,19,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,335ci xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,650ci,22,15,18,8,Rear-Wheel Drive,Premium,2009
BMW,650ci,23,15,18,8,Rear-Wheel Drive,Premium,2009
BMW,650ci Convertible,21,14,16,8,Rear-Wheel Drive,Premium,2009
BMW,650ci Convertible,23,15,18,8,Rear-Wheel Drive,Premium,2009
BMW,M3 Convertible,20,13,16,8,Rear-Wheel Drive,Premium,2009
BMW,M3 Convertible,20,14,16,8,Rear-Wheel Drive,Premium,2009
BMW,M3 Coupe,20,14,16,8,Rear-Wheel Drive,Premium,2009
BMW,M3 Coupe,20,14,16,8,Rear-Wheel Drive,Premium,2009
BMW,M6,17,11,13,10,Rear-Wheel Drive,Premium,2009
BMW,M6,17,11,13,10,Rear-Wheel Drive,Premium,2009
BMW,M6 Convertible,17,11,13,10,Rear-Wheel Drive,Premium,2009
BMW,M6 Convertible,17,11,13,10,Rear-Wheel Drive,Premium,2009
Honda,Civic CNG,36,24,28,4,Front-Wheel Drive,CNG,2009
Honda,Civic,34,26,29,4,Front-Wheel Drive,Regular,2009
Honda,Civic,36,25,29,4,Front-Wheel Drive,Regular,2009
Lexus,IS 250,26,18,21,6,Rear-Wheel Drive,Premium,2009
Lexus,IS 250,29,21,24,6,Rear-Wheel Drive,Premium,2009
Lexus,IS 250 AWD,26,20,22,6,4-Wheel or All-Wheel Drive,Premium,2009
Lexus,IS 350,25,18,20,6,Rear-Wheel Drive,Premium,2009
Lexus,IS F,23,16,18,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CLK350,25,17,20,6,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CLK350 (Cabriolet),25,17,20,6,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CLK550,22,15,17,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CLK550 (Cabriolet),21,15,17,8,Rear-Wheel Drive,Premium,2009
MINI,Clubman,37,28,32,4,Front-Wheel Drive,Premium,2009
MINI,Clubman,34,25,29,4,Front-Wheel Drive,Premium,2009
MINI,Clubman S,32,23,26,4,Front-Wheel Drive,Premium,2009
MINI,Clubman S,34,26,29,4,Front-Wheel Drive,Premium,2009
Nissan,Altima Coupe,32,23,26,4,Front-Wheel Drive,Regular,2009
Nissan,Altima Coupe,31,23,26,4,Front-Wheel Drive,Regular,2009
Nissan,Altima Coupe,27,18,21,6,Front-Wheel Drive,Premium,2009
Nissan,Altima Coupe,26,19,22,6,Front-Wheel Drive,Premium,2009
Saab,9-3 Convertible,26,16,19,6,Front-Wheel Drive,Regular,2009
Saab,9-3 Convertible,24,15,18,6,Front-Wheel Drive,Regular,2009
Saleen Performance,S281 Family,18,11,14,8,Rear-Wheel Drive,Premium,2009
Scion,xD,33,27,29,4,Front-Wheel Drive,Regular,2009
Scion,xD,32,26,28,4,Front-Wheel Drive,Regular,2009
Toyota,Yaris,36,29,32,4,Front-Wheel Drive,Regular,2009
Toyota,Yaris,35,29,31,4,Front-Wheel Drive,Regular,2009
Audi,A4,30,23,25,4,Front-Wheel Drive,Premium,2009
Audi,A4 quattro,30,22,25,4,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A4 quattro,27,21,23,4,4-Wheel or All-Wheel Drive,Premium,2009
BMW,328i,28,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,328i,28,18,22,6,Rear-Wheel Drive,Premium,2009
BMW,328i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,328i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,335i,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335i,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,335i xDrive,25,16,19,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,335i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,M3,20,14,16,8,Rear-Wheel Drive,Premium,2009
BMW,M3,20,14,16,8,Rear-Wheel Drive,Premium,2009
Chrysler,Sebring Convertible,29,20,23,4,Front-Wheel Drive,Regular,2009
Chrysler,Sebring Convertible,27,16,20,6,Front-Wheel Drive,Regular,2009
Dodge,Challenger,19,13,15,8,Rear-Wheel Drive,Regular,2009
Dodge,Challenger,25,17,20,6,Rear-Wheel Drive,Regular,2009
Dodge,Challenger,25,16,19,8,Rear-Wheel Drive,Regular,2009
Dodge,Challenger,25,16,19,8,Rear-Wheel Drive,Regular,2009
Dodge,Challenger,22,14,16,8,Rear-Wheel Drive,Regular,2009
Ford,Focus FWD,35,24,28,4,Front-Wheel Drive,Regular,2009
Ford,Focus FWD,33,24,27,4,Front-Wheel Drive,Regular,2009
Honda,Accord Coupe,31,22,25,4,Front-Wheel Drive,Regular,2009
Honda,Accord Coupe,30,21,24,4,Front-Wheel Drive,Regular,2009
Honda,Accord Coupe,28,19,22,6,Front-Wheel Drive,Regular,2009
Honda,Accord Coupe,25,17,20,6,Front-Wheel Drive,Regular,2009
Honda,Civic Hybrid,45,40,42,4,Front-Wheel Drive,Regular,2009
Kia,Rio,33,27,30,4,Front-Wheel Drive,Regular,2009
Kia,Rio,35,26,30,4,Front-Wheel Drive,Regular,2009
Mercedes-Benz,C350,25,17,20,6,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,C63 AMG,19,12,15,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CL550 4matic,21,14,17,8,4-Wheel or All-Wheel Drive,Premium,2009
Mercedes-Benz,CL600,17,11,13,12,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CL63 AMG,18,11,14,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,CL65 AMG,17,11,13,12,Rear-Wheel Drive,Premium,2009
Mitsubishi,Lancer Evolution,22,16,18,4,4-Wheel or All-Wheel Drive,Premium,2009
Mitsubishi,Lancer Evolution,22,17,19,4,4-Wheel or All-Wheel Drive,Premium,2009
Saab,9-3 Aero Sedan AWD,24,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-3 Aero Sedan AWD,24,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-3 Sport Sedan,26,16,19,6,Front-Wheel Drive,Regular,2009
Saab,9-3 Sport Sedan,24,15,18,6,Front-Wheel Drive,Regular,2009
Subaru,Impreza AWD,24,19,21,4,4-Wheel or All-Wheel Drive,Premium,2009
Subaru,Impreza AWD,27,20,22,4,4-Wheel or All-Wheel Drive,Regular,2009
Subaru,Impreza AWD,25,18,21,4,4-Wheel or All-Wheel Drive,Premium,2009
Subaru,Impreza AWD,26,20,22,4,4-Wheel or All-Wheel Drive,Regular,2009
Suzuki,SX4 Sedan,30,22,25,4,Front-Wheel Drive,Regular,2009
Suzuki,SX4 Sedan,31,23,26,4,Front-Wheel Drive,Regular,2009
Suzuki,SX4 Sport,29,22,24,4,Front-Wheel Drive,Regular,2009
Suzuki,SX4 Sport,30,22,25,4,Front-Wheel Drive,Regular,2009
Volkswagen,CC,31,21,25,4,Front-Wheel Drive,Premium,2009
Volkswagen,CC,29,19,23,4,Front-Wheel Drive,Premium,2009
Volkswagen,CC,27,18,21,6,Front-Wheel Drive,Premium,2009
Volkswagen,CC 4motion,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A6 quattro,23,16,18,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A8,23,16,18,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S6,19,14,16,10,4-Wheel or All-Wheel Drive,Premium,2009
Audi,S8,19,13,15,10,4-Wheel or All-Wheel Drive,Premium,2009
BMW,528i,28,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,528i,27,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,528i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,528i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,535i,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,535i,26,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,535i xDrive,25,16,19,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,535i xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,550i,22,15,18,8,Rear-Wheel Drive,Premium,2009
BMW,550i,23,15,18,8,Rear-Wheel Drive,Premium,2009
BMW,M5,17,11,13,10,Rear-Wheel Drive,Premium,2009
BMW,M5,17,11,13,10,Rear-Wheel Drive,Premium,2009
Chrysler,Sebring,30,21,24,4,Front-Wheel Drive,Regular,2009
Chrysler,Sebring,27,16,20,6,Front-Wheel Drive,Regular,2009
Dodge,Avenger,30,21,24,4,Front-Wheel Drive,Regular,2009
Dodge,Avenger,27,16,20,6,Front-Wheel Drive,Regular,2009
Dodge,Caliber,30,24,27,4,Front-Wheel Drive,Regular,2009
Dodge,Caliber,27,23,24,4,Front-Wheel Drive,Regular,2009
Dodge,Caliber,29,23,25,4,Front-Wheel Drive,Regular,2009
Dodge,Caliber,25,21,23,4,Front-Wheel Drive,Regular,2009
Dodge,Caliber,27,19,22,4,Front-Wheel Drive,Premium,2009
Ferrari,612 Scaglietti,15,10,12,12,Rear-Wheel Drive,Premium,2009
Ferrari,612 Scaglietti,16,9,11,12,Rear-Wheel Drive,Premium,2009
Kia,Optima,28,20,23,6,Front-Wheel Drive,Regular,2009
Lexus,ES 350,27,19,22,6,Front-Wheel Drive,Premium,2009
Mercedes-Benz,E350,24,17,19,6,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,E350 4matic,22,16,18,6,4-Wheel or All-Wheel Drive,Premium,2009
Mercedes-Benz,E550,22,15,17,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,E550 4matic,19,13,16,8,4-Wheel or All-Wheel Drive,Premium,2009
Mercedes-Benz,E63 AMG,20,13,15,8,Rear-Wheel Drive,Premium,2009
Nissan,Altima,32,23,26,4,Front-Wheel Drive,Regular,2009
Nissan,Altima,31,23,26,4,Front-Wheel Drive,Regular,2009
Nissan,Altima,27,18,21,6,Front-Wheel Drive,Premium,2009
Nissan,Altima,26,19,22,6,Front-Wheel Drive,Premium,2009
Nissan,Altima Hybrid,33,35,34,4,Front-Wheel Drive,Regular,2009
Toyota,Prius,45,48,46,4,Front-Wheel Drive,Regular,2009
Audi,A8 L,23,16,18,8,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A8 L,19,13,15,12,4-Wheel or All-Wheel Drive,Premium,2009
Chrysler,300 AWD,23,16,18,8,4-Wheel or All-Wheel Drive,Regular,2009
Chrysler,300 AWD,23,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Chrysler,300/SRT-8,19,13,15,8,Rear-Wheel Drive,Regular,2009
Chrysler,300/SRT-8,25,17,20,6,Rear-Wheel Drive,Regular,2009
Chrysler,300/SRT-8,26,18,21,6,Rear-Wheel Drive,Regular,2009
Chrysler,300/SRT-8,25,16,19,8,Rear-Wheel Drive,Regular,2009
Dodge,Charger,19,13,15,8,Rear-Wheel Drive,Regular,2009
Dodge,Charger,25,17,20,6,Rear-Wheel Drive,Regular,2009
Dodge,Charger,26,18,21,6,Rear-Wheel Drive,Regular,2009
Dodge,Charger,25,16,19,8,Rear-Wheel Drive,Regular,2009
Dodge,Charger,25,16,19,6,Rear-Wheel Drive,Regular,2009
Dodge,Charger AWD,23,16,18,8,4-Wheel or All-Wheel Drive,Regular,2009
Dodge,Charger AWD,23,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Ford,Taurus AWD,24,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Ford,Taurus FWD,28,18,21,6,Front-Wheel Drive,Regular,2009
Honda,Accord,31,22,25,4,Front-Wheel Drive,Regular,2009
Honda,Accord,30,21,24,4,Front-Wheel Drive,Regular,2009
Honda,Accord,29,19,22,6,Front-Wheel Drive,Regular,2009
Mercury,Sable AWD,24,17,19,6,4-Wheel or All-Wheel Drive,Regular,2009
Mercury,Sable FWD,28,18,21,6,Front-Wheel Drive,Regular,2009
Mercedes-Benz,S550,22,14,17,8,Rear-Wheel Drive,Premium,2009
Mercedes-Benz,S550 4matic,21,14,17,8,4-Wheel or All-Wheel Drive,Premium,2009
Toyota,Avalon,28,19,23,6,Front-Wheel Drive,Regular,2009
Audi,A3 quattro,25,18,21,6,4-Wheel or All-Wheel Drive,Premium,2009
Audi,A4 Avant quattro,27,21,23,4,4-Wheel or All-Wheel Drive,Premium,2009
BMW,328i Sport Wagon,27,17,20,6,Rear-Wheel Drive,Premium,2009
BMW,328i Sport Wagon,27,18,21,6,Rear-Wheel Drive,Premium,2009
BMW,328i Sport Wagon xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
BMW,328i Sport Wagon xDrive,25,17,20,6,4-Wheel or All-Wheel Drive,Premium,2009
Honda,Fit,35,28,31,4,Front-Wheel Drive,Regular,2009
Honda,Fit,33,27,29,4,Front-Wheel Drive,Regular,2009
Honda,Fit,33,27,30,4,Front-Wheel Drive,Regular,2009
Saab,9-3 Aero SportCombi AWD,24,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-3 Aero SportCombi AWD,24,15,18,6,4-Wheel or All-Wheel Drive,Regular,2009
Saab,9-3 SportCombi,26,16,19,6,Front-Wheel Drive,Regular,2009
Saab,9-3 SportCombi,24,15,18,6,Front-Wheel Drive,Regular,2009
Subaru,Impreza Wagon/Outback SPT AWD,24,19,21,4,4-Wheel or All-Wheel Drive,Premium,2009
Subaru,Impreza Wagon/Outback SPT AWD,25,18,21,4,4-Wheel or All-Wheel Drive,Premium,2009
Subaru,Impreza Wagon/Outback SPT AWD,27,20,22,4,4-Wheel or All-Wheel Drive,Regular,2009
Subaru,Impreza Wagon/Outback SPT AWD,23,17,19,4,4-Wheel or All-Wheel Drive,Premium,2009
