make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Porsche,911 Carrera,29,20,23,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera,30,22,25,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera Cabriolet,29,20,23,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera S Cabriolet,28,20,23,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera S Cabriolet,28,22,24,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera 4,28,20,23,6,4-Wheel Drive,Premium,2017
Porsche,911 Carrera 4 Cabriolet,28,19,22,6,4-Wheel Drive,Premium,2017
Porsche,911 Carrera 4 Cabriolet,28,21,24,6,4-Wheel Drive,Premium,2017
Porsche,911 Carrera 4S,28,20,23,6,4-Wheel Drive,Premium,2017
Porsche,911 Carrera 4S,28,21,24,6,4-Wheel Drive,Premium,2017
Porsche,911 Carrera 4S Cabriolet,28,19,22,6,4-Wheel Drive,Premium,2017
Porsche,911 Targa 4,28,19,22,6,4-Wheel Drive,Premium,2017
Porsche,911 Targa 4,28,22,24,6,4-Wheel Drive,Premium,2017
Porsche,911 Targa 4S,28,19,22,6,4-Wheel Drive,Premium,2017
Subaru,Legacy AWD,34,25,29,4,All-Wheel Drive,Regular,2017
Hyundai,Sonata,36,28,31,4,Front-Wheel Drive,Regular,2017
Subaru,Forester AWD,32,26,28,4,All-Wheel Drive,Regular,2017
Nissan,370Z,26,19,22,6,Rear-Wheel Drive,Premium,2017
Nissan,370Z,26,18,21,6,Rear-Wheel Drive,Premium,2017
Nissan,370Z Roadster,25,18,21,6,Rear-Wheel Drive,Premium,2017
Nissan,370Z Roadster,24,17,20,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera Cabriolet,28,22,24,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera S,28,22,24,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera 4,28,22,24,6,4-Wheel Drive,Premium,2017
Mercedes-Benz,C300 Coupe,30,23,26,4,Rear-Wheel Drive,Premium,2017
Hyundai,Sonata,31,22,26,4,Front-Wheel Drive,Regular,2017
Toyota,Prius v,39,43,41,4,Front-Wheel Drive,Regular,2017
Chevrolet,Equinox AWD,28,20,23,4,All-Wheel Drive,Regular,2017
GMC,Terrain AWD,28,20,23,4,All-Wheel Drive,Regular,2017
Subaru,Outback AWD,32,25,28,4,All-Wheel Drive,Regular,2017
Ford,Fusion Energi Plug-in Hybrid,41,43,42,4,Front-Wheel Drive,Regular Gas and Electricity,2017
Lamborghini,Huracan,21,14,17,10,All-Wheel Drive,Premium,2017
Lamborghini,Huracan 2WD,21,14,17,10,Rear-Wheel Drive,Premium,2017
Lamborghini,Huracan Spyder,20,14,16,10,All-Wheel Drive,Premium,2017
Lamborghini,Huracan Spyder 2WD,20,14,16,10,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera S,29,20,23,6,Rear-Wheel Drive,Premium,2017
Porsche,911 Carrera 4S Cabriolet,28,21,24,6,4-Wheel Drive,Premium,2017
Porsche,911 Targa 4S,27,21,24,6,4-Wheel Drive,Premium,2017
Toyota,86,28,21,24,4,Rear-Wheel Drive,Premium,2017
Hyundai,Accent,36,26,30,4,Front-Wheel Drive,Regular,2017
Hyundai,Accent,37,27,31,4,Front-Wheel Drive,Regular,2017
Jaguar,XE,30,21,24,6,Rear-Wheel Drive,Premium,2017
Jaguar,XE AWD,29,20,23,6,All-Wheel Drive,Premium,2017
Mazda,CX-3 2WD,34,29,31,4,Front-Wheel Drive,Regular,2017
Mazda,CX-3 4WD,32,27,29,4,4-Wheel Drive,Regular,2017
Rolls-Royce,Phantom Drophead Coupe,19,11,14,12,Rear-Wheel Drive,Premium,2017
Rolls-Royce,Phantom Coupe,19,11,14,12,Rear-Wheel Drive,Premium,2017
Buick,Regal,29,21,24,4,Front-Wheel Drive,Regular,2017
Buick,Regal,30,19,23,4,Front-Wheel Drive,Regular,2017
Jaguar,XF,29,20,23,6,Rear-Wheel Drive,Premium,2017
Jaguar,XF AWD,28,20,23,6,All-Wheel Drive,Premium,2017
Kia,Forte,33,25,28,4,Front-Wheel Drive,Regular,2017
Cadillac,XTS,28,18,22,6,Front-Wheel Drive,Regular,2017
Chevrolet,Impala,30,22,25,4,Front-Wheel Drive,Regular,2017
Chevrolet,Impala,28,18,22,6,Front-Wheel Drive,Regular,2017
Genesis,G80 RWD,23,15,18,8,Rear-Wheel Drive,Premium,2017
Rolls-Royce,Phantom,19,11,14,12,Rear-Wheel Drive,Premium,2017
Rolls-Royce,Phantom EWB,19,11,14,12,Rear-Wheel Drive,Premium,2017
Chevrolet,Equinox FWD,31,21,25,4,Front-Wheel Drive,Regular,2017
Chevrolet,Equinox FWD,24,17,20,6,Front-Wheel Drive,Regular,2017
Chevrolet,Equinox FWD,31,21,25,4,Front-Wheel Drive,Gasoline or E85,2017
GMC,Terrain FWD,31,21,25,4,Front-Wheel Drive,Regular,2017
GMC,Terrain FWD,24,17,20,6,Front-Wheel Drive,Regular,2017
GMC,Terrain FWD,31,21,25,4,Front-Wheel Drive,Gasoline or E85,2017
Chevrolet,Equinox AWD,23,16,18,6,All-Wheel Drive,Regular,2017
Chevrolet,Equinox AWD,28,20,23,4,All-Wheel Drive,Gasoline or E85,2017
GMC,Terrain AWD,23,16,18,6,All-Wheel Drive,Regular,2017
Buick,Enclave FWD,22,15,18,6,Front-Wheel Drive,Regular,2017
Chevrolet,Traverse FWD,22,15,18,6,Front-Wheel Drive,Regular,2017
Ford,Expedition 2WD,21,15,18,6,Rear-Wheel Drive,Regular,2017
Ford,Expedition EL 2WD,20,15,17,6,Rear-Wheel Drive,Regular,2017
GMC,Acadia Limited FWD,22,15,18,6,Front-Wheel Drive,Regular,2017
Lincoln,Navigator 2WD,21,15,17,6,Rear-Wheel Drive,Regular,2017
Lincoln,Navigator L 2WD,20,15,17,6,Rear-Wheel Drive,Regular,2017
Buick,Enclave AWD,22,15,17,6,All-Wheel Drive,Regular,2017
Chevrolet,Traverse AWD,22,15,17,6,All-Wheel Drive,Regular,2017
Ford,Expedition 4WD,20,15,17,6,Part-time 4-Wheel Drive,Regular,2017
Ford,Expedition EL 4WD,19,15,16,6,Part-time 4-Wheel Drive,Regular,2017
GMC,Acadia Limited AWD,22,15,17,6,All-Wheel Drive,Regular,2017
Lincoln,Navigator 4WD,20,15,17,6,Part-time 4-Wheel Drive,Regular,2017
Lincoln,Navigator L 4WD,19,15,16,6,Part-time 4-Wheel Drive,Regular,2017
Fiat,124 Spider,36,25,29,4,Rear-Wheel Drive,Premium,2017
Fiat,124 Spider,35,26,30,4,Rear-Wheel Drive,Premium,2017
Toyota,86,32,24,27,4,Rear-Wheel Drive,Premium,2017
Ford,Shelby GT350 Mustang,21,14,16,8,Rear-Wheel Drive,Premium,2017
Hyundai,Sonata Hybrid SE,45,39,42,4,Front-Wheel Drive,Regular,2017
Hyundai,Sonata Hybrid,43,38,40,4,Front-Wheel Drive,Regular,2017
Nissan,Maxima,30,21,25,6,Front-Wheel Drive,Premium,2017
Toyota,Camry,30,21,24,6,Front-Wheel Drive,Regular,2017
Genesis,G90 AWD,24,17,20,6,All-Wheel Drive,Premium,2017
Genesis,G90 RWD,24,17,20,6,Rear-Wheel Drive,Premium,2017
Genesis,G90 AWD,23,15,18,8,All-Wheel Drive,Premium,2017
Genesis,G90 RWD,24,16,19,8,Rear-Wheel Drive,Premium,2017
Kia,K900,25,17,20,6,Rear-Wheel Drive,Regular,2017
Ram,Promaster City,28,21,24,4,Front-Wheel Drive,Regular,2017
Hyundai,Tucson FWD,30,23,26,4,Front-Wheel Drive,Regular,2017
Hyundai,Tucson FWD,30,25,27,4,Front-Wheel Drive,Regular,2017
Hyundai,Tucson Eco FWD,32,26,28,4,Front-Wheel Drive,Regular,2017
Hyundai,Tucson AWD,26,21,23,4,All-Wheel Drive,Regular,2017
Hyundai,Tucson AWD,28,24,25,4,All-Wheel Drive,Regular,2017
Hyundai,Tucson Eco AWD,30,25,27,4,All-Wheel Drive,Regular,2017
Volvo,XC90 AWD,25,20,22,4,All-Wheel Drive,Premium,2017
Volvo,XC90 AWD,25,22,23,4,All-Wheel Drive,Premium,2017
Nissan,GT-R,22,16,18,6,All-Wheel Drive,Premium,2017
Volvo,S60 Inscription FWD,36,25,29,4,Front-Wheel Drive,Regular,2017
Volvo,S60 FWD,36,25,29,4,Front-Wheel Drive,Regular,2017
Volvo,S60 Inscription AWD,31,23,26,4,All-Wheel Drive,Regular,2017
Volvo,S60 AWD,31,23,26,4,All-Wheel Drive,Regular,2017
Volvo,S60 CC AWD,30,22,25,4,All-Wheel Drive,Regular,2017
Kia,Forte,38,29,32,4,Front-Wheel Drive,Regular,2017
Kia,Forte,34,25,28,4,Front-Wheel Drive,Regular,2017
Volvo,S90 FWD,34,23,27,4,Front-Wheel Drive,Premium,2017
Volvo,S90 AWD,31,22,25,4,All-Wheel Drive,Premium,2017
Kia,K900,23,15,18,8,Front-Wheel Drive,Premium,2017
Volvo,V60 FWD,36,25,29,4,Front-Wheel Drive,Regular,2017
Volvo,V60 AWD,32,22,26,4,All-Wheel Drive,Premium,2017
Volvo,V60 CC AWD,30,22,25,4,All-Wheel Drive,Regular,2017
Volvo,V60 AWD,31,23,26,4,All-Wheel Drive,Regular,2017
Volvo,XC60 FWD,30,23,26,4,Front-Wheel Drive,Regular,2017
Volvo,XC60 AWD,27,20,22,4,All-Wheel Drive,Premium,2017
Volvo,XC60 AWD,29,20,23,4,All-Wheel Drive,Regular,2017
Lamborghini,Aventador Coupe,18,11,13,12,All-Wheel Drive,Premium,2017
Lamborghini,Aventador Roadster,18,10,13,12,All-Wheel Drive,Premium,2017
Porsche,Boxster,28,21,24,4,Rear-Wheel Drive,Premium,2017
Porsche,Boxster,29,22,25,4,Rear-Wheel Drive,Premium,2017
Porsche,Boxster S,26,20,22,4,Rear-Wheel Drive,Premium,2017
Porsche,Boxster S,28,21,24,4,Rear-Wheel Drive,Premium,2017
Ford,Mustang,30,21,24,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang,30,21,24,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang Convertible,28,20,23,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang,27,18,21,6,Rear-Wheel Drive,Regular,2017
Ford,Mustang,27,18,21,6,Rear-Wheel Drive,Regular,2017
Ford,Mustang,25,15,18,8,Rear-Wheel Drive,Regular,2017
Ford,Mustang Convertible,23,15,18,8,Rear-Wheel Drive,Regular,2017
Ford,Mustang,24,15,18,8,Rear-Wheel Drive,Regular,2017
Ford,Mustang Performance Package,28,21,24,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang Performance Package,28,20,23,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang Performance Package,23,14,17,8,Rear-Wheel Drive,Regular,2017
Ford,Mustang Convertible,27,21,23,4,Rear-Wheel Drive,Regular,2017
Ford,Mustang Convertible,23,14,17,8,Rear-Wheel Drive,Regular,2017
Volvo,S60 AWD,32,22,26,4,All-Wheel Drive,Premium,2017
Mercedes-Benz,E300,30,22,25,4,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,E300 4matic,29,22,24,4,4-Wheel Drive,Premium,2017
Cadillac,XTS AWD,26,17,20,6,All-Wheel Drive,Regular,2017
Cadillac,XTS LIMO,21,15,17,6,Front-Wheel Drive,Regular,2017
Acura,MDX FWD,27,20,23,6,Front-Wheel Drive,Premium,2017
Acura,MDX FWD,27,19,22,6,Front-Wheel Drive,Premium,2017
Acura,MDX AWD,26,19,22,6,All-Wheel Drive,Premium,2017
Acura,MDX AWD,26,18,21,6,All-Wheel Drive,Premium,2017
Ford,Explorer FWD,27,19,22,4,Front-Wheel Drive,Regular,2017
Ford,Explorer FWD,24,17,20,6,Front-Wheel Drive,Regular,2017
Ford,Explorer 2WD FFV,24,17,20,6,Front-Wheel Drive,Gasoline or E85,2017
Ford,Explorer AWD,25,18,21,4,All-Wheel Drive,Regular,2017
Ford,Explorer AWD,23,16,19,6,All-Wheel Drive,Regular,2017
Ford,Explorer AWD FFV,23,16,19,6,All-Wheel Drive,Gasoline or E85,2017
Ford,Explorer AWD,22,16,18,6,All-Wheel Drive,Regular,2017
Porsche,Cayenne Turbo,21,14,17,8,All-Wheel Drive,Premium,2017
Porsche,Cayenne Turbo S,21,14,17,8,All-Wheel Drive,Premium,2017
Ferrari,488 GTB,22,15,18,8,Rear-Wheel Drive,Premium,2017
Ferrari,F12 tdf,15,11,12,12,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,SL550,25,17,20,8,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,SL450,28,20,23,6,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,AMG SL63,25,16,19,8,Rear-Wheel Drive,Premium,2017
Subaru,BRZ,29,21,24,4,Rear-Wheel Drive,Premium,2017
Subaru,BRZ,33,24,27,4,Rear-Wheel Drive,Premium,2017
Chevrolet,Camaro,28,19,22,6,Rear-Wheel Drive,Regular,2017
Chevrolet,Camaro,25,16,19,8,Rear-Wheel Drive,Premium,2017
Chevrolet,Camaro,30,20,23,4,Rear-Wheel Drive,Regular,2017
Chevrolet,Camaro,31,22,25,4,Rear-Wheel Drive,Regular,2017
Chevrolet,Camaro,26,16,20,6,Rear-Wheel Drive,Regular,2017
Chevrolet,Camaro,27,17,20,8,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,AMG S63 4matic Convertible,22,14,17,8,4-Wheel Drive,Premium,2017
Cadillac,ATS,29,20,23,4,Rear-Wheel Drive,Premium,2017
Lexus,CT 200h,40,43,42,4,Front-Wheel Drive,Regular,2017
Ford,Fusion AWD,26,17,20,6,All-Wheel Drive,Regular,2017
Honda,Accord,28,18,21,6,Front-Wheel Drive,Regular,2017
Honda,Accord,33,21,25,6,Front-Wheel Drive,Regular,2017
Honda,Accord,32,21,24,6,Front-Wheel Drive,Regular,2017
Honda,Accord,32,23,26,4,Front-Wheel Drive,Regular,2017
Honda,Accord,36,27,30,4,Front-Wheel Drive,Regular,2017
Honda,Accord,34,26,29,4,Front-Wheel Drive,Regular,2017
Lincoln,MKZ AWD,26,17,20,6,All-Wheel Drive,Regular,2017
Lincoln,MKZ FWD,27,18,21,6,Front-Wheel Drive,Regular,2017
Maserati,Ghibli V6 SQ4 AWD,24,16,19,6,All-Wheel Drive,Premium,2017
Maserati,Ghibli V6,24,17,19,6,Rear-Wheel Drive,Premium,2017
Maserati,Ghibli  S RWD,24,16,19,6,Rear-Wheel Drive,Premium,2017
BMW,535i Gran Turismo,27,19,22,6,Rear-Wheel Drive,Premium,2017
BMW,535i xDrive Gran Turismo,26,18,21,6,All-Wheel Drive,Premium,2017
Maserati,Quattroporte GTS,22,15,17,8,Rear-Wheel Drive,Premium,2017
Maserati,Quattroporte SQ4 V6,23,16,18,6,All-Wheel Drive,Premium,2017
Maserati,Quattroporte S,23,16,18,6,Rear-Wheel Drive,Premium,2017
Honda,Fit,40,33,36,4,Front-Wheel Drive,Regular,2017
Honda,Fit,37,32,34,4,Front-Wheel Drive,Regular,2017
Honda,Fit,36,29,32,4,Front-Wheel Drive,Regular,2017
Chevrolet,Silverado 15 Hybrid 2WD,24,18,20,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Silverado C15 2WD,21,15,17,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Silverado C15 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Silverado C15 2WD,24,18,20,6,Rear-Wheel Drive,Gasoline or E85,2017
GMC,Sierra 15 Hybrid 2WD,24,18,20,8,Rear-Wheel Drive,Regular,2017
GMC,Sierra C15 2WD,21,15,17,8,Rear-Wheel Drive,Regular,2017
GMC,Sierra C15 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
GMC,Sierra C15 2WD,24,18,20,6,Rear-Wheel Drive,Gasoline or E85,2017
GMC,Sierra C15 2WD,23,16,19,8,Rear-Wheel Drive,Gasoline or E85,2017
Chevrolet,Silverado 15 Hybrid 4WD,21,16,18,8,4-Wheel Drive,Regular,2017
Chevrolet,Silverado K15 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
Chevrolet,Silverado K15 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
Chevrolet,Silverado K15 4WD,22,16,18,8,4-Wheel Drive,Regular,2017
Chevrolet,Silverado K15 4WD,22,16,18,8,4-Wheel Drive,Gasoline or E85,2017
Chevrolet,Silverado K15 4WD,22,17,19,6,4-Wheel Drive,Gasoline or E85,2017
GMC,Sierra 15 Hybrid 4WD,21,16,18,8,4-Wheel Drive,Regular,2017
GMC,Sierra K15 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
GMC,Sierra K15 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
GMC,Sierra K15 4WD,22,16,18,8,4-Wheel Drive,Regular,2017
GMC,Sierra K15 4WD,22,16,18,8,4-Wheel Drive,Gasoline or E85,2017
GMC,Sierra K15 4WD,22,17,19,6,4-Wheel Drive,Gasoline or E85,2017
Chevrolet,Express 2500 2WD Passenger,16,11,13,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Express 3500 2WD Passenger,16,11,12,8,Rear-Wheel Drive,Regular,2017
GMC,Savana 2500 2WD (Passenger),16,11,13,8,Rear-Wheel Drive,Regular,2017
GMC,Savana 2500 2WD (Passenger),16,11,12,8,Rear-Wheel Drive,Regular,2017
Cadillac,XTS Hearse,21,15,17,6,Front-Wheel Drive,Regular,2017
Chevrolet,Silverado K15 Cab Chassis 4WD,19,15,17,8,4-Wheel Drive,Regular,2017
Chevrolet,Silverado C15 Cab Chassis 2WD,20,15,17,8,Rear-Wheel Drive,Regular,2017
GMC,Sierra K15 Cab Chassis 4WD,19,15,17,8,4-Wheel Drive,Regular,2017
GMC,Sierra C15 Cab Chassis 2WD,20,15,17,8,Rear-Wheel Drive,Regular,2017
Volkswagen,Tiguan,24,20,22,4,Front-Wheel Drive,Premium,2017
Buick,Envision AWD,28,21,24,4,All-Wheel Drive,Regular,2017
Buick,Envision AWD,26,20,22,4,All-Wheel Drive,Premium,2017
Land Rover,Discovery Sport,25,20,22,4,4-Wheel Drive,Premium,2017
Land Rover,Range Rover Evoque,29,21,24,4,4-Wheel Drive,Premium,2017
Land Rover,Range Rover Evoque Convertible,28,20,23,4,4-Wheel Drive,Premium,2017
Cadillac,Escalade 2WD,22,15,17,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Tahoe C1500 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Suburban C1500 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
Chevrolet,Tahoe C1500 2WD,23,16,19,8,Rear-Wheel Drive,Gasoline or E85,2017
Chevrolet,Suburban C1500 2WD,23,16,19,8,Rear-Wheel Drive,Gasoline or E85,2017
GMC,Yukon C1500 2WD,22,15,17,8,Rear-Wheel Drive,Regular,2017
GMC,Yukon C1500 XL 2WD,22,15,17,8,Rear-Wheel Drive,Regular,2017
GMC,Yukon C1500 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
GMC,Yukon C1500 XL 2WD,23,16,19,8,Rear-Wheel Drive,Regular,2017
GMC,Yukon C1500 2WD,23,16,19,8,Rear-Wheel Drive,Gasoline or E85,2017
GMC,Yukon C1500 XL 2WD,23,16,19,8,Rear-Wheel Drive,Gasoline or E85,2017
Volvo,XC90 FWD,26,22,24,4,Front-Wheel Drive,Premium,2017
Cadillac,Escalade 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
Chevrolet,Tahoe K1500 4WD,22,16,18,8,4-Wheel Drive,Regular,2017
Chevrolet,Suburban K1500 4WD,22,15,18,8,4-Wheel Drive,Regular,2017
Chevrolet,Tahoe K1500 4WD,22,16,18,8,4-Wheel Drive,Gasoline or E85,2017
Chevrolet,Suburban K1500 4WD,22,15,18,8,4-Wheel Drive,Gasoline or E85,2017
GMC,Yukon K1500 XL 4WD,20,14,16,8,4-Wheel Drive,Regular,2017
GMC,Yukon K1500 4WD,20,15,17,8,4-Wheel Drive,Regular,2017
GMC,Yukon K1500 XL 4WD,22,15,18,8,4-Wheel Drive,Regular,2017
GMC,Yukon K1500 4WD,22,16,18,8,4-Wheel Drive,Regular,2017
GMC,Yukon K1500 XL 4WD,22,15,18,8,4-Wheel Drive,Gasoline or E85,2017
GMC,Yukon K1500 4WD,22,16,18,8,4-Wheel Drive,Gasoline or E85,2017
Maserati,Levante S,19,14,16,8,All-Wheel Drive,Premium,2017
Maserati,Levante,20,14,16,8,All-Wheel Drive,Premium,2017
Porsche,Cayenne,24,18,20,6,All-Wheel Drive,Premium,2017
Porsche,Cayenne Platinum,23,17,19,6,All-Wheel Drive,Premium,2017
Volvo,XC90 AWD PHEV,27,24,25,4,All-Wheel Drive,Premium and Electricity,2017
Ferrari,488 GTB,22,16,18,8,Rear-Wheel Drive,Premium,2017
Ferrari,F12 Berlinetta,16,12,13,12,Rear-Wheel Drive,Premium,2017
Ferrari,F12 tdf,15,11,13,12,Rear-Wheel Drive,Premium,2017
Audi,A5 quattro,30,22,25,4,All-Wheel Drive,Premium or E85,2017
Audi,A5 Cabriolet quattro,29,21,24,4,All-Wheel Drive,Premium or E85,2017
Bentley,Continental GT Convertible,24,14,17,8,All-Wheel Drive,Premium,2017
Mercedes-Benz,E400 Coupe,29,20,23,6,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,E400 4matic Coupe,28,20,23,6,4-Wheel Drive,Premium,2017
Mercedes-Benz,E550 Convertible,25,17,20,8,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,E400 Convertible,29,20,23,6,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,S550 Convertible,25,17,20,8,Rear-Wheel Drive,Premium,2017
Bentley,Continental GT,25,15,19,8,All-Wheel Drive,Premium,2017
Mercedes-Benz,AMG CLS63 S 4matic,22,16,18,8,4-Wheel Drive,Premium,2017
Audi,A6 quattro,29,21,24,6,All-Wheel Drive,Premium,2017
Audi,A7 quattro,29,21,24,6,All-Wheel Drive,Premium,2017
Audi,S7,27,17,21,8,All-Wheel Drive,Premium,2017
Audi,RS 7,25,15,18,8,All-Wheel Drive,Premium,2017
Bentley,Flying Spur,24,14,17,8,All-Wheel Drive,Premium,2017
Ferrari,GTC4Lusso,17,11,13,12,Part-time 4-Wheel Drive,Premium,2017
Ferrari,GTC4Lusso,17,12,13,12,Part-time 4-Wheel Drive,Premium,2017
Toyota,Camry,33,24,27,4,Front-Wheel Drive,Regular,2017
Volkswagen,Passat,28,20,23,6,Front-Wheel Drive,Regular,2017
Volkswagen,Passat,34,23,27,4,Front-Wheel Drive,Regular,2017
Audi,A8 L,29,19,22,6,All-Wheel Drive,Premium,2017
Audi,A8 L,29,18,22,8,All-Wheel Drive,Premium,2017
Hyundai,Azera Limited,28,19,22,6,Front-Wheel Drive,Regular,2017
Hyundai,Azera,28,20,23,6,Front-Wheel Drive,Regular,2017
Jeep,Patriot FWD,27,21,23,4,Front-Wheel Drive,Regular,2017
Jeep,Compass FWD,27,21,23,4,Front-Wheel Drive,Regular,2017
Audi,Q5,27,20,22,4,All-Wheel Drive,Premium or E85,2017
Jeep,Patriot 4WD,25,20,22,4,4-Wheel Drive,Regular,2017
Jeep,Patriot 4WD,27,22,24,4,All-Wheel Drive,Regular,2017
Jeep,Compass 4WD,23,20,21,4,4-Wheel Drive,Regular,2017
Jeep,Compass 4WD,25,20,22,4,4-Wheel Drive,Regular,2017
Jeep,Compass 4WD,27,22,24,4,All-Wheel Drive,Regular,2017
Jeep,Patriot 4WD,23,20,21,4,4-Wheel Drive,Regular,2017
MINI,Cooper Convertible,36,27,30,4,Front-Wheel Drive,Premium,2017
MINI,Cooper Convertible,37,28,32,4,Front-Wheel Drive,Premium,2017
Audi,A5 quattro,32,23,26,4,All-Wheel Drive,Premium,2017
Audi,S5,28,18,21,6,All-Wheel Drive,Premium,2017
Audi,S5 Cabriolet,26,18,21,6,All-Wheel Drive,Premium,2017
Audi,S5,26,17,20,6,All-Wheel Drive,Premium,2017
BMW,M2,26,18,21,6,Rear-Wheel Drive,Premium,2017
BMW,M2,26,20,22,6,Rear-Wheel Drive,Premium,2017
BMW,M4 Convertible,26,17,20,6,Rear-Wheel Drive,Premium,2017
BMW,M4 Convertible,24,17,19,6,Rear-Wheel Drive,Premium,2017
Mercedes-Benz,E550 Coupe,26,18,21,8,Rear-Wheel Drive,Premium,2017
MINI,Cooper Hardtop 2 door,36,27,30,4,Front-Wheel Drive,Premium,2017
MINI,Cooper Hardtop 2 door,38,28,32,4,Front-Wheel Drive,Premium,2017
MINI,Cooper Hardtop 4 door,36,27,30,4,Front-Wheel Drive,Premium,2017
MINI,Cooper Hardtop 4 door,37,28,32,4,Front-Wheel Drive,Premium,2017
Acura,TLX FWD,35,24,28,4,Front-Wheel Drive,Premium,2017
Acura,TLX FWD,34,21,25,6,Front-Wheel Drive,Premium,2017
Acura,TLX AWD,31,21,25,6,All-Wheel Drive,Premium,2017
BMW,320i,35,23,28,4,Rear-Wheel Drive,Premium,2017
BMW,M3,26,17,20,6,Rear-Wheel Drive,Premium,2017
BMW,M3,24,17,19,6,Rear-Wheel Drive,Premium,2017
BMW,M4 Coupe,26,17,20,6,Rear-Wheel Drive,Premium,2017
BMW,M4 Coupe,24,17,19,6,Rear-Wheel Drive,Premium,2017
Buick,Verano,31,21,24,4,Front-Wheel Drive,Regular,2017
Cadillac,ATS,30,20,24,6,Rear-Wheel Drive,Regular,2017
Cadillac,ATS AWD,27,19,22,6,All-Wheel Drive,Regular,2017
Mercedes-Benz,AMG CLA45 4matic,30,23,26,4,4-Wheel Drive,Premium,2017
Audi,S8,24,15,18,8,All-Wheel Drive,Premium,2017
Audi,S6,27,18,21,8,All-Wheel Drive,Premium,2017
Cadillac,CTS,30,20,24,6,Rear-Wheel Drive,Regular,2017
Cadillac,CTS AWD,27,19,22,6,All-Wheel Drive,Regular,2017
MINI,Cooper Clubman,33,25,28,4,Front-Wheel Drive,Premium,2017
MINI,Cooper Clubman,34,25,28,4,Front-Wheel Drive,Premium,2017
Cadillac,XTS AWD,23,16,18,6,All-Wheel Drive,Premium,2017
Cadillac,CT6 AWD,27,18,21,6,All-Wheel Drive,Regular,2017
Cadillac,CT6 AWD,26,18,21,6,All-Wheel Drive,Premium,2017
Chevrolet,Impala,28,19,22,6,Front-Wheel Drive,Gasoline or E85,2017
Fiat,500 L,30,22,25,4,Front-Wheel Drive,Premium,2017
Mercedes-Benz,AMG GLA45 4matic,28,22,25,4,4-Wheel Drive,Premium,2017
Ford,Transit Connect Van FFV,27,20,23,4,Front-Wheel Drive,Gasoline or E85,2017
Ford,Transit Connect Wagon LWB FFV,27,19,22,4,Front-Wheel Drive,Gasoline or E85,2017
Ford,Transit Connect Wagon FWD,27,19,22,4,Front-Wheel Drive,Regular,2017
Ford,Transit Connect Wagon FFV,27,19,22,4,Front-Wheel Drive,Gasoline or E85,2017
Buick,Envision FWD,29,22,25,4,Front-Wheel Drive,Regular,2017
Dodge,Journey,25,19,21,4,Front-Wheel Drive,Regular,2017
Dodge,Journey,25,17,19,6,Front-Wheel Drive,Gasoline or E85,2017
Jeep,Patriot FWD,26,22,24,4,Front-Wheel Drive,Regular,2017
Jeep,Compass FWD,26,22,24,4,Front-Wheel Drive,Regular,2017
Audi,Q5,26,18,21,6,All-Wheel Drive,Premium,2017
Audi,SQ5,24,17,19,6,All-Wheel Drive,Premium,2017
Dodge,Journey AWD,24,16,19,6,All-Wheel Drive,Regular,2017
Volkswagen,Tiguan 4motion,24,20,21,4,All-Wheel Drive,Premium,2017
BMW,X5 sDrive35i,25,18,21,6,Rear-Wheel Drive,Premium,2017
